username;hashtags;type;post_url;media_url;timestamp;date;comments;likes;caption;username_id;id;geotag_name;geotag_coordinates
This is a long shot but so was having Colin returned to us after I hung up “a missing person” sign years ago; so here it goes. Yesterday; Tuna’s airplane carrier went missing somewhere in LA! Haha. It was either left in Venice by Abbott Kinny near Lemonade; or outside of AA Terminal 4 (thankfully for us; sans Tuna.) It’s black; medium in size; and looks like a gym bag on wheels 👆. The @sherpabrand carrier is easily replaceable; but his blue EU Pet Passport that was inside the top pocket is very important and valuable. If you have seen this bags whereabouts; or if you can help me locate it from the LAX airport if you work there;" please email me at courtney@tunameltsmyheart.com! THANK U!""";13690821;1,72347E+18;;
tunameltsmyheart;;photo;https://www.instagram.com/p/Bng72VBAP8o;https://scontent-amt2-1.cdninstagram.com/vp/9835339cd95b7fdd203c15b9582f8cfb/5D4554CF/t51.2885-15/e35/40474360_1966729163624680_4908240194106125450_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com;1536515957;9-9-2018 19:59;5350;171493;When you discover that your new baby sister is actually your soulmate because she LOVES to sleep and be swaddled JUST.LIKE.YOU.DO! ;;;;
tunameltsmyheart;tbt,thetunabook;photo;https://www.instagram.com/p/BjK4OalA_TW;https://scontent-amt2-1.cdninstagram.com/vp/4b7f6c3c0dc9ab12d989b35287e7f45d/5D491534/t51.2885-15/e35/33102682_446677455783286_5006447311690137600_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com;1527185925;24-5-2018 20:18;2857;152762;He’s done it again, folks! Rolled around in the stank. 😩 Bath time will be a regular occurrence around here I suppose. This is a #TBT of Tuna getting a bath, as featured in #thetunabook.;13690821;1,78649E+18;;
tunameltsmyheart;;photo;https://www.instagram.com/p/Bk8V1S8AAGv;https://scontent-amt2-1.cdninstagram.com/vp/9ac8575c9957ad713193747fd9ba8557/5D3E79CE/t51.2885-15/e35/36498192_2101784966773754_6791101068940935168_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com;1530993099;7-7-2018 21:51;3544;145600;When your mom’s singing is getting on your nerves but you know you can’t do any better so you just have to keep your annoyance to yourself and tuck your ears back to block out the sound. 🗣🙉;13690821;1,81842E+18;;
tunameltsmyheart;danny,dognanny,2;photo;https://www.instagram.com/p/BnzAoVTHZzZ;https://scontent-amt2-1.cdninstagram.com/vp/b44d95b5dd0a2a409a9d0a9158b5289a/5D352647/t51.2885-15/e35/40667944_324986441381092_2920074171543431474_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com;1537122443;16-9-2018 20:27;5867;144975;#Danny in training. #dognanny;;;;
tunameltsmyheart;;photo;https://www.instagram.com/p/BhKhYovAAsB;https://scontent-amt2-1.cdninstagram.com/vp/a557ae6668e62502e933992a43fc3b81/5D4C9384/t51.2885-15/e35/29416228_180188315949895_1320728402302337024_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com;1522878983;4-4-2018 23:56;2701;136296;☹️;;;;
tunameltsmyheart;;photo;https://www.instagram.com/p/BeoCcmTgTtA;https://scontent-amt2-1.cdninstagram.com/vp/501599e3f3e699ae12876874bf08bab1/5D4211E7/t51.2885-15/e35/26863554_187372921856415_2297670910515085312_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com;1517426944;31-1-2018 20:29;2572;127181;You know the expression “basking in the sun”? I’m not positive but I’m pretty sure that’s what he’s doing here. ☀️ It was still a little chilly though so he wore his new @chewsy.shop shirt for warmth.;13690821;1,70462E+18;;
tunameltsmyheart;cheerstojoyandlaughter;photo;https://www.instagram.com/p/BgMfPbyAPvV;https://scontent-amt2-1.cdninstagram.com/vp/04d3d9efaf4c2d0c628ffc0b735871a1/5D2D09EE/t51.2885-15/e35/28753610_159473071423754_1569975065410273280_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com;1520797484;11-3-2018 20:44;4924;126739;Sometimes I think that an aggressively zoomed in photo of Tuna’s mug is absolutely necessary right before the start of a new week. Enjoy my friends, and feel free to share with someone you think could use a little bit of a giggle. #cheerstojoyandlaughter 😘;13690821;1,7329E+18;;
tunameltsmyheart;internationalwomensday,halloween2018;photo;https://www.instagram.com/p/BuxD2T3hKov;https://scontent-amt2-1.cdninstagram.com/vp/1e29b742b31203343d99263c834aefea/5D3FF015/t51.2885-15/e35/s1080x1080/52296499_140850926954955_406181891748728254_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com;1552089407;9-3-2019 0:56;5086;126271;I wanted to pay tribute to women today but since I don’t post pictures of humans on this account, Tuna stepped up to the plate on behalf of all women...as women do. They step up, they show up and they will do whatever they can to show their support. #internationalwomensday #halloween2018;13690821;1,99539E+18;;
tunameltsmyheart;nationaldogday,shrivelneck,competition;photo;https://www.instagram.com/p/BnHhacMAP2Y;https://scontent-amt2-1.cdninstagram.com/vp/6694743cc72085df7cb7dd6d42bcb2a3/5CB1AF0A/t51.2885-15/e15/39933852_808679592856582_2280766962915082240_n.jpg?_nc_ht=scontent-amt2-1.cdninstagram.com;1535663236;30-8-2018 23:07;3960;125478;On 8-18-18 (the coolest birthday, right?) we welcomed Tuna’s new baby sister into the family, Grace Imogen. She was born full term, and with a full head of hair, but she had some respiratory issues so they kept her in the NICU for 11 days total. He was supposed to meet her on #nationaldogday but they kept her five additional days. Last night, he got to meet her for the very first time and I would describe their first encounter as indifferent. Haha. Swipe left to see Grace’s adorable #shrivelneck. She’s already a natural! #competition;13690821;1,8576E+18;;
